dockernet-relayer-gaia-1  | ts=2023-09-05T11:37:02.996604Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE gas_used=109462 fees=1226ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=944 msg_types=/ibc.core.client.v1.MsgUpdateClient,/stride.interchainquery.v1.MsgSubmitQueryResponse tx_hash=B31E70679ACFEF560399E0CF0E6AE4681A1FEF22BDBB99CD7374945643A6C1A0
dockernet-relayer-gaia-1  | ts=2023-09-05T11:37:04.150896Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=GAIA packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=169930 fees=1909uatom fee_payer=cosmos16lmf7t0jhaatan6vnxlgv47h2wf0k5lnhvye5h height=1462 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgRecvPacket tx_hash=038F00BDBABA2497825065CA42A34B819BCC366C5B7CC3F2107282A588D51514
dockernet-relayer-gaia-1  | ts=2023-09-05T11:37:07.653228Z lvl=warn msg="Error querying block data" chain_name=stride chain_id=STRIDE error="RPC error -32603 - Internal error: could not find results for height #947"
dockernet-relayer-gaia-1  | ts=2023-09-05T11:37:07.753016Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=135381 fees=1563ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=947 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgAcknowledgement tx_hash=2B1C8204E3B0BDA2718BF043C7C75FAF55096A5B46AD95C496F382316C4846B3
dockernet-relayer-gaia-1  | ts=2023-09-05T11:37:43.160828Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE gas_used=109506 fees=1227ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=969 msg_types=/ibc.core.client.v1.MsgUpdateClient,/stride.interchainquery.v1.MsgSubmitQueryResponse tx_hash=B4C4CEAE8C1523F3E25D571C57F0C15CCC7273047B4B63A40B732B86C025C05E
dockernet-relayer-gaia-1  | ts=2023-09-05T11:37:44.657206Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=GAIA packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=169144 fees=1900uatom fee_payer=cosmos16lmf7t0jhaatan6vnxlgv47h2wf0k5lnhvye5h height=1502 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgRecvPacket tx_hash=399F061E8F02ACCD73557D744C0B951381539225B7E870F550F23E720B340C39
dockernet-relayer-gaia-1  | ts=2023-09-05T11:37:47.842286Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=135443 fees=1564ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=972 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgAcknowledgement tx_hash=50A44B9FC5D88B3922665F6D898E5C3A548C7101A2E20F78FE84EF9F20B1DC95
dockernet-relayer-gaia-1  | ts=2023-09-05T11:37:57.674316Z lvl=warn msg="Error querying block data" chain_name=gaia chain_id=GAIA error="RPC error -32603 - Internal error: could not find results for height #1515"
dockernet-relayer-gaia-1  | ts=2023-09-05T11:38:23.604960Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE gas_used=106654 fees=1227ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=995 msg_types=/ibc.core.client.v1.MsgUpdateClient,/stride.interchainquery.v1.MsgSubmitQueryResponse tx_hash=281FE859612A4E81007EB32D14A2C0C11E8B6983FA34CFB9C53D93FC09F6B739
dockernet-relayer-gaia-1  | ts=2023-09-05T11:38:24.094070Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=GAIA packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=169378 fees=1903uatom fee_payer=cosmos16lmf7t0jhaatan6vnxlgv47h2wf0k5lnhvye5h height=1541 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgRecvPacket tx_hash=121A0F7ACB17850EF177C6E474F9E5BE8E20A565EAADD4FCC1D6101F5D98AC0B
dockernet-relayer-gaia-1  | ts=2023-09-05T11:38:26.775078Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=135446 fees=1564ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=997 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgAcknowledgement tx_hash=1C024391CACE0D36123BE09148CC1F21C67324E506B1458496A71D7F6E920F02
dockernet-relayer-gaia-1  | ts=2023-09-05T11:39:03.312712Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE gas_used=109545 fees=1227ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=1020 msg_types=/ibc.core.client.v1.MsgUpdateClient,/stride.interchainquery.v1.MsgSubmitQueryResponse tx_hash=F6FDB79EFC3623DF5A43EABFB72B6EA505779C9408758DDB61DC8315511756B9
dockernet-relayer-gaia-1  | ts=2023-09-05T11:39:04.412455Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=GAIA packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=168878 fees=1897uatom fee_payer=cosmos16lmf7t0jhaatan6vnxlgv47h2wf0k5lnhvye5h height=1581 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgRecvPacket tx_hash=6A87DEC3F9AE6D438F29D3872A864696E36AB63CC5B91B09459D6ABC88FFD8D9
dockernet-relayer-gaia-1  | ts=2023-09-05T11:39:08.145796Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=135473 fees=1564ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=1023 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgAcknowledgement tx_hash=F959F2B159ACB901BB6101E3A095F8CC15ACF5C15A6580ACA9CAC8C85D22F969
dockernet-relayer-gaia-1  | ts=2023-09-05T11:39:43.906282Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=GAIA packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=169860 fees=1908uatom fee_payer=cosmos16lmf7t0jhaatan6vnxlgv47h2wf0k5lnhvye5h height=1620 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgRecvPacket tx_hash=EAB8360D7286F35671394C03161CD27DADE420C047371B341F5A0FC0EE485DC7
dockernet-relayer-gaia-1  | ts=2023-09-05T11:39:43.940891Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE gas_used=109542 fees=1227ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=1046 msg_types=/ibc.core.client.v1.MsgUpdateClient,/stride.interchainquery.v1.MsgSubmitQueryResponse tx_hash=A86DCF30BC10CEADF83A5228D26F9048559C2FA0426C4A33F5CEAB1432F75483
dockernet-relayer-gaia-1  | ts=2023-09-05T11:39:47.226612Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=135476 fees=1565ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=1048 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgAcknowledgement tx_hash=5C5B26FE723E9A63A659DFA2685DB43E80CA011BA1195D273E1EF493D9BC3F7E
dockernet-relayer-gaia-1  | ts=2023-09-05T11:40:21.748564Z lvl=warn msg="Error querying block data" chain_name=stride chain_id=STRIDE error="RPC error -32603 - Internal error: could not find results for height #1070"
dockernet-relayer-gaia-1  | ts=2023-09-05T11:40:24.349543Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=GAIA packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=169240 fees=1901uatom fee_payer=cosmos16lmf7t0jhaatan6vnxlgv47h2wf0k5lnhvye5h height=1660 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgRecvPacket tx_hash=CD5400F9DF9D87961A3C26D4B0E1035B5100E9DF787C8686E64E2A0BDF03911F
dockernet-relayer-gaia-1  | ts=2023-09-05T11:40:25.168151Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE gas_used=109492 fees=1227ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=1072 msg_types=/ibc.core.client.v1.MsgUpdateClient,/stride.interchainquery.v1.MsgSubmitQueryResponse tx_hash=702456F306A74EF62326325AFE998DE3C6AE22AED2A3AE50CD15B2243D474E8E
dockernet-relayer-gaia-1  | ts=2023-09-05T11:40:26.845123Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=135470 fees=1564ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=1073 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgAcknowledgement tx_hash=785D0106149C731A28AC0C306870EC4B93BD84CFA85D5677B44378CFD2DE4895
dockernet-relayer-gaia-1  | ts=2023-09-05T11:41:02.678481Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE gas_used=106687 fees=1227ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=1096 msg_types=/ibc.core.client.v1.MsgUpdateClient,/stride.interchainquery.v1.MsgSubmitQueryResponse tx_hash=EA80F18C16D6881195445147727F27341771F7B0687DE0DEAA9262EC62732F5A
dockernet-relayer-gaia-1  | ts=2023-09-05T11:41:03.736992Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=GAIA packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=169877 fees=1909uatom fee_payer=cosmos16lmf7t0jhaatan6vnxlgv47h2wf0k5lnhvye5h height=1699 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgRecvPacket tx_hash=FBF7DF971F606417A1C016F69CAA1E736FE5841A7A7C048F00F36EFDD3186E5C
dockernet-relayer-gaia-1  | ts=2023-09-05T11:41:05.885138Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=135476 fees=1565ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=1098 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgAcknowledgement tx_hash=6394CBC026E9FD27C32BD9612940B616BD6AB2EF2FAA9F382350DFD0D00008C7
dockernet-relayer-gaia-1  | ts=2023-09-05T11:41:43.090360Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE gas_used=106634 fees=1227ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=1122 msg_types=/ibc.core.client.v1.MsgUpdateClient,/stride.interchainquery.v1.MsgSubmitQueryResponse tx_hash=340EF3FA0D77C5FBECD9CA232A786E332DA784AE4F6C10C0E837A7C93265308F
dockernet-relayer-gaia-1  | ts=2023-09-05T11:41:44.204929Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=GAIA packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=169240 fees=1901uatom fee_payer=cosmos16lmf7t0jhaatan6vnxlgv47h2wf0k5lnhvye5h height=1739 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgRecvPacket tx_hash=898173CD5EFB6CD2A108752C65181F414C2A1F960602540109E4284731A32F8D
dockernet-relayer-gaia-1  | ts=2023-09-05T11:41:47.690464Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=134951 fees=1558ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=1125 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgAcknowledgement tx_hash=E9DD19B62D9683F34755585B34EA809ED5DB47EEE515CD672998603E2690E690
dockernet-relayer-gaia-1  | ts=2023-09-05T11:42:22.336323Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE gas_used=109536 fees=1227ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=1147 msg_types=/ibc.core.client.v1.MsgUpdateClient,/stride.interchainquery.v1.MsgSubmitQueryResponse tx_hash=FA75AF0690D38E507F455F661E37063D580446AD2DF937BFFF0E24CB2563DB52
dockernet-relayer-gaia-1  | ts=2023-09-05T11:42:23.647641Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=GAIA packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=169866 fees=1909uatom fee_payer=cosmos16lmf7t0jhaatan6vnxlgv47h2wf0k5lnhvye5h height=1778 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgRecvPacket tx_hash=791F87B2BBE003DDDA69B513DA23F172C9C32D33E1A598B3CF4E6CCDC44B511F
dockernet-relayer-gaia-1  | ts=2023-09-05T11:42:26.906601Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=135013 fees=1559ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=1150 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgAcknowledgement tx_hash=E830275F9CFEE1FF25115ED592CEF3EF638A57716C08772D3443C25140D1D51C
dockernet-relayer-gaia-1  | ts=2023-09-05T11:43:02.733654Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE gas_used=109492 fees=1227ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=1173 msg_types=/ibc.core.client.v1.MsgUpdateClient,/stride.interchainquery.v1.MsgSubmitQueryResponse tx_hash=4C2E46481F586E7D504A0E9D2617B1FD2E1F690E488AD1688F5771B08DAC60CE
dockernet-relayer-gaia-1  | ts=2023-09-05T11:43:03.290712Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=GAIA packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=169266 fees=1901uatom fee_payer=cosmos16lmf7t0jhaatan6vnxlgv47h2wf0k5lnhvye5h height=1817 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgRecvPacket tx_hash=F322FFA1B2864B66A49CA7270D3D014D08EFEEBE399055234DCFC506DDDA2ADE
dockernet-relayer-gaia-1  | ts=2023-09-05T11:43:05.686697Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=135391 fees=1563ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=1175 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgAcknowledgement tx_hash=33E0A72C2776CCA827125A427D13FBB3648B1AC7A5BB5B5C6301E72BB16C3652
dockernet-relayer-gaia-1  | ts=2023-09-05T11:43:42.949744Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE gas_used=106678 fees=1227ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=1199 msg_types=/ibc.core.client.v1.MsgUpdateClient,/stride.interchainquery.v1.MsgSubmitQueryResponse tx_hash=200BACA31E8C9B911F00B92C9F84A64B4B4F08F8553D564E50B5F9B0B957E1B1
dockernet-relayer-gaia-1  | ts=2023-09-05T11:43:44.664481Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=GAIA packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=169986 fees=1910uatom fee_payer=cosmos16lmf7t0jhaatan6vnxlgv47h2wf0k5lnhvye5h height=1858 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgRecvPacket tx_hash=1E2857C1297161715F2FE1A4911B31DE75CA145DEC04A66FCDD35979332CEC48
dockernet-relayer-gaia-1  | ts=2023-09-05T11:43:47.776380Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=132595 fees=1564ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=1202 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgAcknowledgement tx_hash=78E2BD0E1AD6B2A5F4D3D7920EB1CA7C2C603BCC55AE0B74D32774DFACF0336D
dockernet-relayer-gaia-1  | ts=2023-09-05T11:44:14.870850Z lvl=warn msg="Error querying block data" chain_name=gaia chain_id=GAIA error="RPC error -32603 - Internal error: could not find results for height #1888"
dockernet-relayer-gaia-1  | ts=2023-09-05T11:44:23.384665Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE gas_used=109542 fees=1227ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=1225 msg_types=/ibc.core.client.v1.MsgUpdateClient,/stride.interchainquery.v1.MsgSubmitQueryResponse tx_hash=A506CF1CDB5CF6752AF10FE08697151BBDD02AFCB25D895EA684F4870CD9A87E
dockernet-relayer-gaia-1  | ts=2023-09-05T11:44:25.038530Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=GAIA packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=169586 fees=1905uatom fee_payer=cosmos16lmf7t0jhaatan6vnxlgv47h2wf0k5lnhvye5h height=1898 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgRecvPacket tx_hash=43EA79B7FAFDB596950876000005008AEBE53D2FE3D21A8A8E8486CFFB941F16
dockernet-relayer-gaia-1  | ts=2023-09-05T11:44:27.878107Z lvl=warn msg="Error querying block data" chain_name=stride chain_id=STRIDE error="RPC error -32603 - Internal error: could not find results for height #1228"
dockernet-relayer-gaia-1  | ts=2023-09-05T11:44:27.898662Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=135426 fees=1564ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=1228 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgAcknowledgement tx_hash=A7E8D0AF0174626ED1B02B80365C875BCA96F20D541C1D5F5FF055AF12AE7444
dockernet-relayer-gaia-1  | ts=2023-09-05T11:45:03.420623Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE gas_used=109545 fees=1227ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=1251 msg_types=/ibc.core.client.v1.MsgUpdateClient,/stride.interchainquery.v1.MsgSubmitQueryResponse tx_hash=9C66223DFF9F9B9F2CC36EFF6D11C8B6602B8E229C8DF7B4379A98AC6E46B190
dockernet-relayer-gaia-1  | ts=2023-09-05T11:45:04.505591Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=GAIA packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=169686 fees=1906uatom fee_payer=cosmos16lmf7t0jhaatan6vnxlgv47h2wf0k5lnhvye5h height=1937 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgRecvPacket tx_hash=08856DC1D831F49E33BDC4BFCE008B820189657902283602B1C810E3F23BA185
dockernet-relayer-gaia-1  | ts=2023-09-05T11:45:08.115818Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=135433 fees=1564ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=1254 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgAcknowledgement tx_hash=84DFFD36FB4042C497320A0D98539356AB7524AF32E0C66822B76A8C6D732FDF
dockernet-relayer-gaia-1  | ts=2023-09-05T11:45:42.525291Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE gas_used=109542 fees=1227ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=1276 msg_types=/ibc.core.client.v1.MsgUpdateClient,/stride.interchainquery.v1.MsgSubmitQueryResponse tx_hash=96940ECBB82B0697F9352BC117F0A85526E5AAFB707D2633EAC9C67C88992B22
dockernet-relayer-gaia-1  | ts=2023-09-05T11:45:43.928892Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=GAIA packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=169886 fees=1909uatom fee_payer=cosmos16lmf7t0jhaatan6vnxlgv47h2wf0k5lnhvye5h height=1976 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgRecvPacket tx_hash=0C3BECB02C49FFD399937B71EBE43AD22E47A6755924C44FD4A9F85AAA05D4D0
dockernet-relayer-gaia-1  | ts=2023-09-05T11:45:47.310095Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=135436 fees=1564ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=1279 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgAcknowledgement tx_hash=B7AF5B4E1D3AAADE76B9466F1AE3053CF5E33B8F681E801704CF6FD064ECEBEE
dockernet-relayer-gaia-1  | ts=2023-09-05T11:46:23.134862Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE gas_used=106687 fees=1227ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=1302 msg_types=/ibc.core.client.v1.MsgUpdateClient,/stride.interchainquery.v1.MsgSubmitQueryResponse tx_hash=A65549471F2DD67904BB065B2D53E20B1CA21F30E1D0025F5EE90F2F6BA9D964
dockernet-relayer-gaia-1  | ts=2023-09-05T11:46:24.367439Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=GAIA packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=169220 fees=1901uatom fee_payer=cosmos16lmf7t0jhaatan6vnxlgv47h2wf0k5lnhvye5h height=2016 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgRecvPacket tx_hash=27D27BEA231840B39F5CD1C247DC58354CA3E066F53748972CFEBC4AD17E8560
dockernet-relayer-gaia-1  | ts=2023-09-05T11:46:27.744502Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=135436 fees=1564ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=1305 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgAcknowledgement tx_hash=ECF4022DABA15D701BDC134BCF024F414DE88EBE5E25A0F3799F23DA33BB6C57
dockernet-relayer-gaia-1  | ts=2023-09-05T11:47:03.250903Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE gas_used=109545 fees=1227ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=1328 msg_types=/ibc.core.client.v1.MsgUpdateClient,/stride.interchainquery.v1.MsgSubmitQueryResponse tx_hash=4008B3ABFB97AC43B30D5EC8BFB966AD661E7D68E0E80E40B12C37362957D0A8
dockernet-relayer-gaia-1  | ts=2023-09-05T11:47:04.881277Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=GAIA packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=169517 fees=1904uatom fee_payer=cosmos16lmf7t0jhaatan6vnxlgv47h2wf0k5lnhvye5h height=2056 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgRecvPacket tx_hash=1FA216870044A3D8964C3A8D6401492B0B25585C72D7C95425DCFE14A3227B96
dockernet-relayer-gaia-1  | ts=2023-09-05T11:47:07.958234Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=135436 fees=1564ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=1331 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgAcknowledgement tx_hash=915F1D25520FDD616BEFA6CAC3ECA4A8679E1F481D7C9110BAB62C1EA0FD120E
dockernet-relayer-gaia-1  | ts=2023-09-05T11:47:42.324791Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE gas_used=109492 fees=1227ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=1353 msg_types=/ibc.core.client.v1.MsgUpdateClient,/stride.interchainquery.v1.MsgSubmitQueryResponse tx_hash=996561FF1A30ADD9E0D81713F2DFE5FEADBCA3ADC0A4E7886A803EC223016B88
dockernet-relayer-gaia-1  | ts=2023-09-05T11:47:43.319000Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=GAIA packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=168886 fees=1897uatom fee_payer=cosmos16lmf7t0jhaatan6vnxlgv47h2wf0k5lnhvye5h height=2094 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgRecvPacket tx_hash=77EA82BB31A93C3CFF35BC11AAA158579FF0BFCAD5E308FE17BE4F3C7B2D2E94
dockernet-relayer-gaia-1  | ts=2023-09-05T11:47:47.302212Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=135371 fees=1563ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=1356 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgAcknowledgement tx_hash=7D3E1681E4D0013813892541721DF67220816530C748AEFF433D2800A975E49F
dockernet-relayer-gaia-1  | ts=2023-09-05T11:48:23.155505Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE gas_used=109536 fees=1227ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=1379 msg_types=/ibc.core.client.v1.MsgUpdateClient,/stride.interchainquery.v1.MsgSubmitQueryResponse tx_hash=F60238A6939B12084CABD1AD0227478DDFBCD7CE0A8A588125D4D94C366BE23C
dockernet-relayer-gaia-1  | ts=2023-09-05T11:48:24.832516Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=GAIA packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=169546 fees=1905uatom fee_payer=cosmos16lmf7t0jhaatan6vnxlgv47h2wf0k5lnhvye5h height=2135 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgRecvPacket tx_hash=A71FD7730B39681AB036FD346B42EC098AFD8CCF934347E893B08BEDCB0F8F45
